precinct_id,registered_voters,contest_name,total_votes_cast,Kamala D. Harris - Election Day,Kamala D. Harris - Absentee,Kamala D. Harris - Provisional,Donald J. Trump - Election Day,Donald J. Trump - Absentee,Donald J. Trump - Provisional,Jill Stein - Election Day,Jill Stein - Absentee,Jill Stein - Provisional,Chase Oliver - Election Day,Chase Oliver - Absentee,Chase Oliver - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
Pittsburgh Ward 15 Dist 11,532,Presidential Electors,430,159,96,4,129,33,3,3,0,0,0,0,0,3,0,0
Pittsburgh Ward 15 Dist 12,468,Presidential Electors,371,142,123,1,63,35,0,2,1,1,1,0,0,1,0,0
Pittsburgh Ward 15 Dist 13,464,Presidential Electors,258,146,67,6,25,7,2,2,0,0,0,0,0,1,0,0
Pittsburgh Ward 15 Dist 14,286,Presidential Electors,151,75,43,4,19,6,2,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 15 Dist 15,329,Presidential Electors,181,89,23,3,45,12,5,0,1,0,0,1,0,2,0,0
Pittsburgh Ward 15 Dist 16,493,Presidential Electors,308,162,76,5,44,13,1,0,1,0,2,1,0,0,2,0
Pittsburgh Ward 15 Dist 17,21,Presidential Electors,13,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 15 Dist 18,546,Presidential Electors,311,153,72,11,44,19,1,7,0,1,0,1,0,0,0,0
Pittsburgh Ward 15 Dist 19,475,Presidential Electors,243,120,76,9,5,23,1,1,1,0,2,2,0,0,0,0
Pittsburgh Ward 16 Dist 1,1049,Presidential Electors,634,303,203,9,76,30,6,2,1,0,2,0,0,0,0,0
Pittsburgh Ward 16 Dist 2,1342,Presidential Electors,879,422,248,26,110,49,6,3,5,0,2,0,0,4,1,0
Pittsburgh Ward 16 Dist 3,1161,Presidential Electors,781,355,186,6,151,57,6,6,2,1,4,2,0,4,0,0
Pittsburgh Ward 16 Dist 4,435,Presidential Electors,283,130,60,5,69,12,1,0,1,0,2,0,0,1,1,1
Pittsburgh Ward 16 Dist 5,678,Presidential Electors,462,185,131,12,94,29,1,1,4,0,1,1,0,1,1,0
Pittsburgh Ward 16 Dist 6,504,Presidential Electors,348,163,65,12,80,24,3,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 16 Dist 7,452,Presidential Electors,266,113,67,5,64,10,0,2,1,0,0,0,0,0,0,0
Pittsburgh Ward 16 Dist 8,187,Presidential Electors,63,43,5,6,6,1,1,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 16 Dist 9,470,Presidential Electors,294,150,52,1,61,20,2,2,1,0,0,0,0,2,1,0
Pittsburgh Ward 16 Dist 10,354,Presidential Electors,243,90,51,1,76,19,1,4,0,0,0,0,0,0,0,0
Pittsburgh Ward 16 Dist 11,405,Presidential Electors,254,128,56,4,54,10,1,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 17 Dist 1,446,Presidential Electors,247,95,61,10,53,15,5,1,1,0,0,1,0,2,1,0
Pittsburgh Ward 17 Dist 2,881,Presidential Electors,551,288,129,17,82,19,2,4,1,0,1,1,0,6,0,0
Pittsburgh Ward 17 Dist 3,654,Presidential Electors,439,214,111,7,69,21,7,1,2,0,2,1,0,1,1,0
Pittsburgh Ward 17 Dist 4,851,Presidential Electors,570,248,164,5,104,37,2,0,3,0,1,2,0,2,1,0
Pittsburgh Ward 17 Dist 5,656,Presidential Electors,422,213,109,2,70,16,3,0,0,1,4,0,0,2,1,0
Pittsburgh Ward 17 Dist 6,467,Presidential Electors,265,110,55,6,69,16,3,3,0,0,1,0,0,1,1,0
Pittsburgh Ward 17 Dist 7,397,Presidential Electors,263,113,65,8,58,15,1,1,0,0,2,0,0,0,0,0
Pittsburgh Ward 17 Dist 8,471,Presidential Electors,319,147,90,11,44,14,3,2,1,0,2,1,0,2,0,0
Pittsburgh Ward 18 Dist 1,546,Presidential Electors,445,160,89,3,154,30,3,2,2,0,0,1,0,0,1,0
Pittsburgh Ward 18 Dist 2,364,Presidential Electors,205,130,55,6,7,3,0,0,0,0,0,1,0,0,0,0
Pittsburgh Ward 18 Dist 3,342,Presidential Electors,204,139,50,3,8,0,1,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 18 Dist 4,430,Presidential Electors,258,158,56,12,23,2,2,2,1,0,0,0,0,1,0,0
Pittsburgh Ward 18 Dist 5,936,Presidential Electors,678,261,186,10,150,57,3,2,0,1,1,1,0,2,2,0
Pittsburgh Ward 18 Dist 6,371,Presidential Electors,217,135,38,8,25,7,0,0,1,0,0,0,0,1,0,0
Pittsburgh Ward 18 Dist 7,446,Presidential Electors,302,138,66,5,68,16,0,1,2,0,2,0,0,3,0,0
Pittsburgh Ward 18 Dist 8,289,Presidential Electors,144,91,30,5,11,5,1,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 18 Dist 9,704,Presidential Electors,423,214,91,8,83,16,1,3,0,0,3,1,0,1,0,0
Pittsburgh Ward 18 Dist 10,66,Presidential Electors,42,10,19,0,10,2,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 18 Dist 11,533,Presidential Electors,290,134,68,8,55,15,3,0,0,0,5,0,0,1,1,0
Pittsburgh Ward 19 Dist 1,541,Presidential Electors,445,133,129,3,133,32,5,1,1,0,3,1,0,2,0,0
Pittsburgh Ward 19 Dist 2,730,Presidential Electors,553,190,144,6,157,48,4,2,0,0,1,0,0,0,0,0
Pittsburgh Ward 19 Dist 3,515,Presidential Electors,402,160,85,6,97,36,2,2,2,0,3,1,0,2,3,0
Pittsburgh Ward 19 Dist 4,405,Presidential Electors,331,122,105,1,74,22,0,2,0,0,2,0,0,1,0,0
Pittsburgh Ward 19 Dist 5,416,Presidential Electors,320,129,58,5,106,17,0,2,1,0,1,0,0,1,0,0
Pittsburgh Ward 19 Dist 6,517,Presidential Electors,360,144,85,7,94,25,1,1,1,0,0,2,0,0,0,0
Pittsburgh Ward 19 Dist 7,193,Presidential Electors,138,68,27,1,34,5,0,1,0,1,0,0,0,1,0,0
Pittsburgh Ward 19 Dist 8,610,Presidential Electors,421,208,93,4,101,10,1,0,1,0,2,0,0,0,1,0
Pittsburgh Ward 19 Dist 9,532,Presidential Electors,351,161,76,5,91,11,2,1,0,0,1,0,1,1,1,0
Pittsburgh Ward 19 Dist 10,685,Presidential Electors,464,186,105,11,116,33,7,4,0,0,0,1,0,1,0,0
Pittsburgh Ward 19 Dist 11,449,Presidential Electors,311,114,72,2,92,18,3,1,0,0,6,0,0,0,0,0
Pittsburgh Ward 19 Dist 12,415,Presidential Electors,343,101,93,2,115,27,0,3,0,0,1,0,0,0,0,0
Pittsburgh Ward 19 Dist 13,459,Presidential Electors,304,148,48,4,85,9,2,2,0,0,1,1,0,2,0,0
Pittsburgh Ward 19 Dist 14,557,Presidential Electors,378,142,113,4,82,28,3,2,0,0,1,1,0,1,1,0
Pittsburgh Ward 19 Dist 15,613,Presidential Electors,438,199,107,1,101,20,2,3,4,0,0,0,0,1,0,0
Pittsburgh Ward 19 Dist 16,570,Presidential Electors,414,201,108,7,70,18,1,2,1,0,2,1,0,2,1,0
Pittsburgh Ward 19 Dist 17,542,Presidential Electors,417,195,102,8,89,18,1,1,0,0,0,1,1,1,0,0
Pittsburgh Ward 19 Dist 18,452,Presidential Electors,336,194,61,5,49,16,1,5,1,0,3,0,0,0,1,0
Pittsburgh Ward 19 Dist 19,502,Presidential Electors,366,158,86,5,96,13,1,3,0,0,1,0,0,1,1,0
Pittsburgh Ward 19 Dist 20,523,Presidential Electors,394,141,86,4,119,32,1,3,1,1,0,0,0,5,0,0
Pittsburgh Ward 19 Dist 21,642,Presidential Electors,480,208,115,7,108,33,0,1,1,0,4,0,0,2,1,0
Pittsburgh Ward 19 Dist 22,556,Presidential Electors,425,177,105,8,95,30,4,1,1,0,1,0,0,0,0,0
Pittsburgh Ward 19 Dist 23,613,Presidential Electors,452,162,112,3,138,27,0,1,1,0,5,0,0,3,0,0
Pittsburgh Ward 19 Dist 24,504,Presidential Electors,388,176,84,0,108,14,0,2,0,0,3,0,0,0,0,0
Pittsburgh Ward 19 Dist 25,536,Presidential Electors,415,177,100,3,95,28,3,1,2,0,2,1,0,0,0,0
Pittsburgh Ward 19 Dist 26,460,Presidential Electors,357,155,92,1,83,15,4,2,0,0,1,1,0,1,0,0
Pittsburgh Ward 19 Dist 27,455,Presidential Electors,345,123,80,6,100,27,3,1,0,0,2,0,0,2,1,0
Pittsburgh Ward 19 Dist 28,626,Presidential Electors,530,224,160,1,106,27,2,1,1,0,2,1,0,2,0,0
Pittsburgh Ward 19 Dist 29,492,Presidential Electors,399,169,77,3,119,23,2,2,0,0,2,0,0,2,0,0
Pittsburgh Ward 19 Dist 30,537,Presidential Electors,445,158,129,3,122,29,1,1,1,0,0,0,0,0,1,0
Pittsburgh Ward 19 Dist 31,491,Presidential Electors,412,165,75,3,141,25,0,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 32,533,Presidential Electors,434,214,83,4,96,28,2,3,0,0,1,0,0,3,0,0
Pittsburgh Ward 19 Dist 33,456,Presidential Electors,376,136,74,2,121,34,1,3,0,0,2,0,0,1,1,0
Pittsburgh Ward 19 Dist 34,533,Presidential Electors,416,160,114,5,97,31,2,1,0,0,3,0,0,1,1,0
Pittsburgh Ward 19 Dist 35,506,Presidential Electors,389,142,101,3,119,15,2,0,1,0,1,0,1,2,0,0
Pittsburgh Ward 19 Dist 36,702,Presidential Electors,569,196,134,11,165,51,4,2,1,0,0,1,0,1,0,0
Pittsburgh Ward 19 Dist 37,444,Presidential Electors,353,121,87,2,121,11,3,2,0,0,2,1,0,2,0,0
Pittsburgh Ward 19 Dist 38,586,Presidential Electors,427,168,102,1,122,19,3,2,5,0,0,0,0,3,1,0
Pittsburgh Ward 20 Dist 1,601,Presidential Electors,476,139,97,5,186,38,5,1,0,0,3,0,0,0,0,0
Pittsburgh Ward 20 Dist 2,219,Presidential Electors,160,57,31,0,59,10,0,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 20 Dist 3,664,Presidential Electors,510,164,126,4,171,35,0,1,1,0,5,1,0,1,0,0
Pittsburgh Ward 20 Dist 4,83,Presidential Electors,50,16,16,1,12,5,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 20 Dist 5,544,Presidential Electors,382,159,88,7,93,26,2,3,3,0,0,0,0,0,0,0
Pittsburgh Ward 20 Dist 6,527,Presidential Electors,316,137,70,9,60,28,3,3,2,0,0,0,0,3,0,0
Pittsburgh Ward 20 Dist 7,632,Presidential Electors,375,223,65,7,62,14,1,0,0,0,1,1,0,0,1,0
Pittsburgh Ward 20 Dist 8,738,Presidential Electors,491,218,97,28,103,26,2,5,4,1,1,1,0,1,0,0
Pittsburgh Ward 20 Dist 9,209,Presidential Electors,119,45,29,5,36,4,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 20 Dist 10,615,Presidential Electors,353,191,72,9,63,9,2,0,1,1,4,0,0,0,0,0
Pittsburgh Ward 20 Dist 11,661,Presidential Electors,364,217,67,8,55,8,3,0,1,1,2,0,0,0,0,0
Pittsburgh Ward 20 Dist 12,911,Presidential Electors,582,276,145,7,109,35,0,3,1,0,1,0,0,2,0,0
Pittsburgh Ward 20 Dist 13,404,Presidential Electors,291,161,81,3,39,5,0,0,0,0,0,1,0,1,0,0
Pittsburgh Ward 20 Dist 14,849,Presidential Electors,590,299,101,6,142,32,3,2,0,0,2,0,0,2,0,0
Pittsburgh Ward 20 Dist 15,867,Presidential Electors,561,230,127,11,136,42,4,6,0,0,2,1,0,1,0,0
Pittsburgh Ward 20 Dist 16,600,Presidential Electors,501,130,123,2,176,57,4,2,1,0,2,0,0,1,1,0
Pittsburgh Ward 20 Dist 17,418,Presidential Electors,352,104,79,0,127,39,2,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 20 Dist 18,490,Presidential Electors,415,128,75,2,153,50,3,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 21 Dist 1,520,Presidential Electors,289,168,73,5,27,11,0,0,2,0,1,0,0,1,0,0
Pittsburgh Ward 21 Dist 2,472,Presidential Electors,335,214,81,9,25,2,0,1,0,0,2,0,0,1,0,0
Pittsburgh Ward 21 Dist 3,608,Presidential Electors,402,246,114,10,20,8,0,1,0,0,1,1,0,1,0,0
Pittsburgh Ward 21 Dist 4,579,Presidential Electors,391,229,107,5,30,11,0,1,3,0,1,2,1,0,1,0
Pittsburgh Ward 22 Dist 1,790,Presidential Electors,583,303,167,3,69,28,0,2,0,0,1,2,0,4,2,0
Pittsburgh Ward 22 Dist 2,671,Presidential Electors,487,251,167,3,31,23,1,5,1,0,3,0,0,1,1,0
Pittsburgh Ward 22 Dist 3,751,Presidential Electors,511,248,172,13,49,18,1,3,0,0,0,3,0,0,2,0
Pittsburgh Ward 22 Dist 4,1007,Presidential Electors,502,260,136,13,67,17,3,3,1,0,2,0,0,0,0,0
Pittsburgh Ward 23 Dist 1,1363,Presidential Electors,792,351,235,22,130,36,4,1,4,0,1,2,0,4,1,0
Pittsburgh Ward 23 Dist 2,792,Presidential Electors,525,242,170,10,62,27,2,3,0,0,1,1,0,2,4,0
Pittsburgh Ward 23 Dist 3,351,Presidential Electors,213,109,48,0,42,12,0,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 24 Dist 1,377,Presidential Electors,262,82,85,3,62,25,0,1,2,0,1,0,0,1,0,0
Pittsburgh Ward 24 Dist 2,418,Presidential Electors,301,105,71,2,83,31,3,1,1,0,1,1,0,2,0,0
Pittsburgh Ward 24 Dist 3,320,Presidential Electors,216,100,43,5,53,9,2,3,0,0,0,0,0,0,0,0
Pittsburgh Ward 24 Dist 4,569,Presidential Electors,442,192,119,6,84,32,2,1,1,0,2,0,1,2,0,0
Pittsburgh Ward 24 Dist 5,491,Presidential Electors,328,133,86,10,76,14,1,3,3,0,0,0,0,0,1,0
Pittsburgh Ward 24 Dist 6,553,Presidential Electors,383,174,90,4,83,22,1,2,0,0,2,0,0,2,0,0
Pittsburgh Ward 25 Dist 1,430,Presidential Electors,292,159,102,6,13,4,0,2,0,0,0,1,0,1,0,0
Pittsburgh Ward 25 Dist 2,456,Presidential Electors,305,171,87,4,26,9,1,2,1,0,3,0,0,0,0,0
Pittsburgh Ward 25 Dist 3,610,Presidential Electors,396,246,93,12,29,9,1,0,3,0,0,0,0,1,0,0
Pittsburgh Ward 25 Dist 4,301,Presidential Electors,177,109,38,6,16,4,0,1,0,0,0,0,0,2,0,0
Pittsburgh Ward 25 Dist 5,356,Presidential Electors,224,141,54,5,16,3,1,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 25 Dist 6,348,Presidential Electors,170,96,45,4,15,2,0,0,0,0,1,1,1,3,0,0
Pittsburgh Ward 25 Dist 7,408,Presidential Electors,298,116,77,3,67,29,0,1,2,0,0,0,0,1,1,0
Pittsburgh Ward 26 Dist 1,508,Presidential Electors,313,169,89,11,29,9,0,2,1,0,0,0,0,1,0,0
Pittsburgh Ward 26 Dist 2,411,Presidential Electors,261,138,89,7,14,9,2,0,0,1,1,0,0,0,0,0
Pittsburgh Ward 26 Dist 3,454,Presidential Electors,285,161,75,12,28,4,1,0,0,0,0,0,1,2,0,0
Pittsburgh Ward 26 Dist 4,376,Presidential Electors,237,148,47,1,25,9,3,2,0,0,0,0,0,1,1,0
Pittsburgh Ward 26 Dist 5,512,Presidential Electors,216,154,22,9,17,6,3,2,0,1,1,0,0,0,0,0
Pittsburgh Ward 26 Dist 6,389,Presidential Electors,167,124,23,6,7,4,3,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 26 Dist 7,275,Presidential Electors,169,93,46,3,18,5,0,0,0,1,0,0,0,0,0,0
Pittsburgh Ward 26 Dist 8,635,Presidential Electors,237,119,47,5,49,10,3,1,2,0,0,0,0,0,0,0
Pittsburgh Ward 26 Dist 9,361,Presidential Electors,283,131,56,4,66,20,3,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 26 Dist 10,626,Presidential Electors,437,221,148,4,48,9,1,1,3,0,0,0,0,1,0,0
Pittsburgh Ward 26 Dist 11,705,Presidential Electors,504,282,121,11,60,23,0,2,1,0,1,0,0,0,0,0
Pittsburgh Ward 26 Dist 12,476,Presidential Electors,316,146,77,4,67,11,3,3,0,0,1,0,0,1,1,0
Pittsburgh Ward 26 Dist 13,562,Presidential Electors,398,181,80,3,111,13,3,1,1,0,2,0,1,0,0,0
Pittsburgh Ward 26 Dist 14,566,Presidential Electors,458,155,79,6,180,32,1,0,1,0,1,0,0,2,1,0
Pittsburgh Ward 26 Dist 15,510,Presidential Electors,402,151,97,3,107,35,2,2,2,0,1,1,0,0,1,0
Pittsburgh Ward 26 Dist 16,709,Presidential Electors,518,283,120,4,70,28,4,1,2,0,0,0,0,4,0,0
Pittsburgh Ward 26 Dist 17,197,Presidential Electors,122,37,13,2,57,7,1,1,3,0,0,0,0,0,0,0
Pittsburgh Ward 27 Dist 1,796,Presidential Electors,646,252,165,8,147,65,2,0,2,0,1,1,0,1,2,0
Pittsburgh Ward 27 Dist 2,670,Presidential Electors,551,206,142,2,136,55,1,2,0,0,2,1,0,1,3,0
Pittsburgh Ward 27 Dist 3,576,Presidential Electors,443,206,108,0,96,24,2,1,0,0,2,2,0,0,1,0
Pittsburgh Ward 27 Dist 4,804,Presidential Electors,593,279,134,9,118,36,3,1,1,0,0,2,0,4,2,1
Pittsburgh Ward 27 Dist 5,706,Presidential Electors,551,230,160,5,108,27,2,1,2,0,1,0,0,7,5,0
Pittsburgh Ward 27 Dist 6,761,Presidential Electors,498,238,118,7,89,28,6,2,1,1,1,0,0,2,1,0
Pittsburgh Ward 27 Dist 7,605,Presidential Electors,466,245,99,4,97,13,0,2,1,0,2,0,0,0,2,0
Pittsburgh Ward 27 Dist 8,574,Presidential Electors,408,197,87,3,101,13,1,2,0,0,1,1,0,0,1,0
Pittsburgh Ward 27 Dist 9,577,Presidential Electors,356,174,65,6,82,19,4,2,2,0,1,0,0,0,1,0
Pittsburgh Ward 27 Dist 10,633,Presidential Electors,415,235,85,6,60,20,3,2,0,0,2,0,0,1,1,0
Pittsburgh Ward 27 Dist 11,648,Presidential Electors,408,225,76,8,74,15,4,2,0,0,2,0,1,1,0,0
Pittsburgh Ward 27 Dist 12,569,Presidential Electors,347,183,66,5,73,15,2,2,0,0,0,0,0,1,0,0
Pittsburgh Ward 27 Dist 13,514,Presidential Electors,350,175,78,11,58,17,2,1,3,0,0,1,0,4,0,0
Pittsburgh Ward 28 Dist 1,629,Presidential Electors,499,178,82,9,160,50,4,9,0,0,0,1,0,4,1,0
Pittsburgh Ward 28 Dist 2,516,Presidential Electors,353,144,70,10,90,25,7,1,1,0,1,0,0,0,1,0
Pittsburgh Ward 28 Dist 3,918,Presidential Electors,746,266,150,4,233,69,5,5,0,0,3,0,0,4,2,0
Pittsburgh Ward 28 Dist 4,644,Presidential Electors,511,163,113,9,184,30,6,0,0,0,1,1,0,3,0,0
Pittsburgh Ward 28 Dist 5,664,Presidential Electors,483,229,88,5,144,13,1,1,0,0,1,0,0,1,0,0
Pittsburgh Ward 28 Dist 6,556,Presidential Electors,443,147,119,12,117,41,3,2,0,0,0,0,0,1,0,0
Pittsburgh Ward 28 Dist 7,621,Presidential Electors,341,167,75,7,73,14,1,3,0,0,0,0,0,0,0,0
Pittsburgh Ward 28 Dist 8,899,Presidential Electors,719,297,150,5,221,35,3,1,1,0,0,0,0,1,2,0
Pittsburgh Ward 28 Dist 9,608,Presidential Electors,443,218,115,9,76,21,0,1,0,0,0,0,0,1,0,0
Pittsburgh Ward 28 Dist 10,577,Presidential Electors,313,178,79,3,36,11,1,2,1,0,0,1,0,0,0,0
Pittsburgh Ward 28 Dist 11,130,Presidential Electors,89,58,20,0,9,1,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 29 Dist 1,620,Presidential Electors,399,140,54,2,156,41,5,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 29 Dist 2,536,Presidential Electors,389,164,74,4,108,31,4,0,0,0,1,0,0,2,0,0
Pittsburgh Ward 29 Dist 3,490,Presidential Electors,333,106,82,3,108,26,3,1,0,0,2,0,0,0,1,0
Pittsburgh Ward 29 Dist 4,518,Presidential Electors,334,121,57,2,116,27,5,4,0,1,0,0,0,1,0,0
Pittsburgh Ward 29 Dist 5,539,Presidential Electors,348,137,70,3,110,20,2,1,0,0,2,0,0,1,0,0
Pittsburgh Ward 29 Dist 6,641,Presidential Electors,435,164,77,6,155,25,4,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 29 Dist 7,666,Presidential Electors,475,158,128,8,129,39,3,1,1,0,0,2,0,2,2,0
Pittsburgh Ward 29 Dist 8,581,Presidential Electors,345,135,70,4,100,26,3,2,0,0,2,0,0,1,0,0
Pittsburgh Ward 29 Dist 9,455,Presidential Electors,266,125,39,1,77,19,0,4,1,0,0,0,0,0,0,0
Pittsburgh Ward 29 Dist 10,524,Presidential Electors,390,170,65,1,125,22,3,1,0,0,0,2,0,1,0,0
Pittsburgh Ward 29 Dist 11,657,Presidential Electors,488,226,70,7,149,26,2,2,0,0,1,0,0,1,0,0
Pittsburgh Ward 29 Dist 12,603,Presidential Electors,385,154,65,3,134,21,1,1,0,0,2,1,0,3,0,0
Pittsburgh Ward 30 Dist 1,409,Presidential Electors,208,125,43,3,25,8,2,0,0,0,2,0,0,0,0,0
Pittsburgh Ward 30 Dist 2,375,Presidential Electors,236,156,45,3,24,6,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 30 Dist 3,354,Presidential Electors,142,82,27,2,23,7,0,0,0,0,0,1,0,0,0,0
Pittsburgh Ward 30 Dist 4,633,Presidential Electors,327,163,75,10,50,20,3,2,0,0,2,0,0,1,0,0
Pittsburgh Ward 30 Dist 5,653,Presidential Electors,372,206,66,10,74,8,2,1,0,0,1,0,0,1,1,0
Pittsburgh Ward 31 Dist 1,236,Presidential Electors,138,52,13,2,60,10,0,0,0,0,0,0,0,0,1,0
Pittsburgh Ward 31 Dist 2,455,Presidential Electors,400,95,71,1,179,52,1,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 31 Dist 3,528,Presidential Electors,445,124,88,7,174,31,14,1,2,0,3,0,0,1,0,0
Pittsburgh Ward 31 Dist 4,588,Presidential Electors,460,147,76,2,199,27,2,2,0,0,2,1,0,0,1,0
Pittsburgh Ward 31 Dist 5,701,Presidential Electors,590,148,140,0,228,59,4,2,1,0,1,0,0,4,1,0
Pittsburgh Ward 31 Dist 6,554,Presidential Electors,453,100,77,0,215,49,3,2,0,0,1,0,0,0,4,0
Pittsburgh Ward 31 Dist 7,142,Presidential Electors,107,54,24,1,25,1,0,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 32 Dist 1,494,Presidential Electors,388,90,77,4,173,35,3,1,0,0,0,0,0,4,0,0
Pittsburgh Ward 32 Dist 2,637,Presidential Electors,454,150,75,5,178,34,3,1,1,0,3,1,0,0,0,0
Pittsburgh Ward 32 Dist 3,527,Presidential Electors,409,150,86,5,135,21,4,1,0,0,1,2,0,0,0,0
Pittsburgh Ward 32 Dist 4,335,Presidential Electors,254,104,61,1,64,20,0,0,2,0,0,1,0,1,0,0
Pittsburgh Ward 32 Dist 5,552,Presidential Electors,455,173,103,2,128,35,4,1,2,1,1,0,0,3,0,0
Pittsburgh Ward 32 Dist 6,600,Presidential Electors,471,125,78,1,206,54,1,1,0,0,3,0,0,1,0,0
Pittsburgh Ward 32 Dist 7,561,Presidential Electors,440,165,108,2,135,19,2,2,0,0,2,0,0,3,2,0
Pittsburgh Ward 32 Dist 8,663,Presidential Electors,543,181,107,4,197,49,4,0,0,0,1,0,0,0,0,0
Pleasant Hl Dist 1,740,Presidential Electors,579,191,109,5,210,43,7,3,1,1,3,3,0,0,1,0
Pleasant Hl Dist 2,578,Presidential Electors,478,165,74,2,178,42,3,2,0,0,0,0,0,9,0,0
Pleasant Hl Dist 3,566,Presidential Electors,498,145,99,4,188,48,4,4,1,0,0,2,0,1,2,0
Pleasant Hl Dist 4,545,Presidential Electors,456,143,78,2,182,45,2,0,0,0,1,0,0,2,0,0
Pleasant Hl Dist 5,691,Presidential Electors,534,125,138,2,190,70,4,2,0,0,0,0,0,0,0,0
Pleasant Hl Dist 6,1051,Presidential Electors,899,247,155,5,379,86,8,3,0,0,8,0,0,3,0,0
Pleasant Hl Dist 7,560,Presidential Electors,463,161,87,2,155,42,2,2,0,0,2,1,0,7,0,0
Pleasant Hl Dist 8,541,Presidential Electors,474,119,80,0,203,60,3,0,0,0,4,0,0,2,0,0
Pleasant Hl Dist 9,645,Presidential Electors,562,155,116,1,227,52,5,1,0,0,1,0,0,1,0,0
Pleasant Hl Dist 10,522,Presidential Electors,454,100,82,3,203,52,4,1,3,0,4,0,0,0,0,0
Plum Dist 1,1824,Presidential Electors,1552,361,354,9,602,196,6,5,0,0,5,3,0,4,2,0
Plum Dist 2,641,Presidential Electors,532,124,74,4,267,53,4,1,0,0,1,1,0,2,0,0
Plum Dist 3,1080,Presidential Electors,879,218,266,7,283,95,2,2,1,1,1,0,0,1,1,0
Plum Dist 4,870,Presidential Electors,721,180,116,2,328,77,3,1,0,0,5,2,0,5,0,0
Plum Dist 5,926,Presidential Electors,772,183,170,0,340,71,2,0,2,0,2,1,0,0,0,0
Plum Dist 6,1294,Presidential Electors,1123,282,173,8,543,101,3,3,0,0,3,0,0,3,2,0
Plum Dist 7,1266,Presidential Electors,1064,272,188,9,454,119,7,4,2,0,5,0,0,4,0,0
Plum Dist 8,633,Presidential Electors,545,122,106,3,250,54,0,1,1,0,0,3,0,2,2,0
Plum Dist 9,1144,Presidential Electors,1008,232,233,2,408,117,5,1,0,0,4,1,0,1,1,0
Plum Dist 10,598,Presidential Electors,502,126,82,3,225,52,6,1,2,0,4,0,0,1,0,0
Plum Dist 11,821,Presidential Electors,706,204,136,3,304,51,0,1,0,0,0,1,0,2,1,0
Plum Dist 12,1180,Presidential Electors,1025,271,219,10,402,110,5,1,0,0,0,1,0,3,0,0
Plum Dist 13,582,Presidential Electors,494,130,90,2,219,46,3,0,1,0,0,1,0,0,0,0
Plum Dist 14,773,Presidential Electors,615,164,113,4,256,68,1,6,0,0,1,0,0,1,1,0
Plum Dist 15,840,Presidential Electors,638,208,118,6,232,56,2,5,2,0,3,0,0,3,0,1
Plum Dist 16,612,Presidential Electors,515,134,100,0,217,60,1,0,0,0,2,0,0,0,1,0
Plum Dist 17,701,Presidential Electors,579,170,107,5,249,33,6,1,0,1,0,0,0,6,1,0
Plum Dist 18,849,Presidential Electors,746,189,139,2,327,76,2,2,3,0,1,1,0,2,0,0
Plum Dist 19,2159,Presidential Electors,1860,412,338,7,811,251,8,8,1,0,5,2,0,5,1,0
Plum Dist 20,1018,Presidential Electors,808,199,138,0,366,87,3,2,0,0,4,2,0,3,1,0
Plum Dist 21,446,Presidential Electors,375,53,56,0,199,59,3,0,0,0,3,0,0,2,0,0
Port Vue Dist 1,608,Presidential Electors,459,127,60,4,230,31,2,2,1,0,0,0,1,1,0,0
Port Vue Dist 2,509,Presidential Electors,397,112,45,2,207,28,2,1,0,0,0,0,0,0,0,0
Port Vue Dist 3,524,Presidential Electors,449,118,57,3,223,35,7,1,0,0,1,0,0,3,1,0
Port Vue Dist 4,710,Presidential Electors,555,164,62,3,269,45,4,2,0,0,2,1,0,1,1,0
Rankin Ward 1,314,Presidential Electors,183,107,42,4,15,5,0,3,2,0,2,0,0,1,0,0
Rankin Ward 2,393,Presidential Electors,239,156,36,10,25,4,2,0,0,0,0,1,0,4,0,0
Rankin Ward 3,399,Presidential Electors,169,103,39,4,16,6,1,0,0,0,0,0,0,0,0,0
Reserve Ward 1,537,Presidential Electors,437,204,59,1,148,18,1,2,0,0,2,0,0,2,0,0
