precinct_id,registered_voters,contest_name,total_votes_cast,Eugene DePasquale - Election Day,Eugene DePasquale - Absentee,Eugene DePasquale - Provisional,Dave Sunday - Election Day,Dave Sunday - Absentee,Dave Sunday - Provisional,Robert Cowburn - Election Day,Robert Cowburn - Absentee,Robert Cowburn - Provisional,Richard L. Weiss - Election Day,Richard L. Weiss - Absentee,Richard L. Weiss - Provisional,Justin L. Magill - Election Day,Justin L. Magill - Absentee,Justin L. Magill - Provisional,Eric L. Settle - Election Day,Eric L. Settle - Absentee,Eric L. Settle - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
Aleppo,1363,Attorney General,1128,282,253,6,360,176,5,7,1,1,9,1,1,1,0,0,1,1,1,0,0,0
Aspinwall Dist 1,855,Attorney General,730,340,127,9,194,28,0,8,1,0,3,2,0,2,1,0,1,0,0,0,0,0
Aspinwall Dist 2,582,Attorney General,472,211,88,8,116,15,1,6,3,0,5,1,0,3,0,0,0,0,0,0,0,0
Aspinwall Dist 3,827,Attorney General,698,329,129,10,152,38,1,8,1,0,6,2,0,1,0,0,1,1,0,1,0,0
Avalon Ward 1,1115,Attorney General,849,385,160,16,190,39,5,13,2,0,10,2,0,2,1,0,2,1,0,3,1,0
Avalon Ward 2 Dist 1,712,Attorney General,554,237,89,5,139,40,4,12,3,0,4,2,0,4,0,0,2,1,0,1,0,0
Avalon Ward 2 Dist 2,472,Attorney General,369,148,85,7,82,28,0,6,0,0,4,1,0,0,1,0,0,2,0,0,0,0
Avalon Ward 3 Dist 1,335,Attorney General,281,106,64,0,73,21,1,1,2,0,4,0,0,1,1,0,0,0,0,0,0,0
Avalon Ward 3 Dist 2,459,Attorney General,356,114,102,3,83,25,2,5,1,0,1,3,0,4,0,0,2,1,0,0,0,0
Avalon Ward 3 Dist 3,517,Attorney General,377,155,93,3,72,33,2,6,0,0,2,0,0,1,1,0,1,0,0,1,0,0
Baldwin Br Dist 1,613,Attorney General,505,151,104,2,173,49,1,5,3,0,1,1,0,1,2,0,1,0,0,0,0,0
Baldwin Br Dist 2,1041,Attorney General,881,262,219,0,280,70,1,6,2,0,3,2,0,2,0,0,2,0,0,0,1,0
Baldwin Br Dist 3,857,Attorney General,713,270,133,4,221,50,2,7,2,0,4,0,0,1,1,0,1,0,0,1,1,0
Baldwin Br Dist 4,798,Attorney General,671,194,117,3,255,55,3,4,6,1,3,3,1,3,1,0,0,0,0,0,0,0
Baldwin Br Dist 5,840,Attorney General,690,234,131,5,217,55,4,9,0,1,5,2,1,0,0,0,0,0,0,0,0,0
Baldwin Br Dist 6,743,Attorney General,616,153,129,6,229,61,3,10,0,0,6,2,0,1,0,0,0,0,0,0,0,0
Baldwin Br Dist 7,833,Attorney General,705,216,142,3,233,67,2,7,2,0,1,1,0,2,0,0,2,0,0,0,0,1
Baldwin Br Dist 8,729,Attorney General,631,165,136,1,228,57,2,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0
Baldwin Br Dist 9,776,Attorney General,636,176,149,4,197,50,5,14,3,0,2,3,1,4,0,1,2,0,1,0,0,0
Baldwin Br Dist 10,1029,Attorney General,637,221,116,11,162,63,8,13,3,1,6,3,0,2,0,0,2,1,1,1,0,0
Baldwin Br Dist 11,1308,Attorney General,826,313,192,26,167,51,7,11,3,1,8,3,0,5,1,0,1,1,0,3,0,0
Baldwin Br Dist 12,660,Attorney General,565,185,91,3,198,50,0,6,0,0,2,2,0,1,0,0,0,1,0,2,0,0
Baldwin Br Dist 13,685,Attorney General,605,186,93,3,238,53,2,6,2,0,3,0,0,3,0,0,1,0,0,0,0,0
Baldwin Br Dist 14,614,Attorney General,520,172,80,1,183,56,2,5,2,0,4,0,0,1,0,0,0,1,0,0,0,0
Baldwin Br Dist 15,806,Attorney General,705,191,148,2,262,61,3,6,1,0,8,1,0,0,1,0,0,1,0,0,0,0
Baldwin Br Dist 16,916,Attorney General,741,269,138,2,242,59,2,2,0,0,4,2,0,1,0,1,0,1,0,1,0,0
Baldwin Br Dist 17,678,Attorney General,564,173,112,5,173,67,2,6,2,0,0,0,0,4,0,0,2,0,0,0,0,0
Baldwin Br Dist 18,972,Attorney General,820,229,185,10,253,73,4,5,2,0,12,3,0,2,0,0,1,0,0,0,0,0
Baldwin Tp Dist 1,809,Attorney General,696,248,119,2,243,47,0,7,1,0,6,1,0,1,1,0,2,0,0,0,0,0
Baldwin Tp Dist 2,762,Attorney General,625,219,108,2,225,36,3,5,2,0,4,0,0,2,0,0,2,2,0,1,0,0
Bell Acres,1188,Attorney General,991,270,171,3,384,112,1,9,3,0,12,2,0,5,1,0,2,2,0,0,0,0
Bellevue Ward 1 Dist 1,973,Attorney General,717,279,174,11,176,38,1,14,1,0,5,0,0,2,1,0,1,1,0,0,0,0
Bellevue Ward 1 Dist 2,984,Attorney General,743,344,161,7,153,37,1,6,2,0,9,4,0,4,0,0,4,1,0,0,0,0
Bellevue Ward 2 Dist 1,1092,Attorney General,788,341,152,9,190,45,3,7,5,1,9,3,0,2,0,0,0,1,0,0,1,0
Bellevue Ward 2 Dist 2,989,Attorney General,738,299,147,10,175,39,3,18,5,0,10,1,1,5,0,0,1,1,0,1,0,1
Bellevue Ward 3 Dist 1,1048,Attorney General,786,326,180,8,178,30,1,14,3,1,6,2,0,2,2,0,1,2,0,2,0,0
Bellevue Ward 3 Dist 2,981,Attorney General,761,299,138,11,215,52,4,15,2,0,3,1,1,2,2,0,1,1,0,1,0,0
Ben Avon Dist 1,496,Attorney General,428,204,85,0,97,18,0,4,1,0,2,2,0,2,0,0,3,0,0,1,0,0
Ben Avon Dist 2,994,Attorney General,841,359,148,5,226,60,2,11,1,0,4,2,0,3,0,0,2,2,0,0,0,0
Ben Avon Ht,341,Attorney General,298,110,52,0,94,31,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Bethel Park Ward 1 Dist 1,869,Attorney General,719,162,171,2,282,74,1,7,0,1,2,2,0,0,1,0,0,0,0,0,0,0
Bethel Park Ward 1 Dist 2,801,Attorney General,672,208,156,4,220,48,0,9,2,0,2,1,0,5,0,0,1,0,0,0,0,0
Bethel Park Ward 1 Dist 3,840,Attorney General,707,187,136,4,256,81,2,7,1,0,4,1,0,2,0,0,2,0,0,0,1,0
Bethel Park Ward 2 Dist 1,748,Attorney General,636,164,117,1,258,57,0,11,2,0,1,0,0,3,1,0,1,0,0,0,1,0
Bethel Park Ward 2 Dist 2,939,Attorney General,808,203,163,4,296,103,7,4,1,0,2,0,0,1,0,0,2,1,0,0,0,0
Bethel Park Ward 2 Dist 3,1099,Attorney General,940,223,207,2,352,114,1,6,3,0,4,1,0,2,0,0,2,0,0,0,0,0
Bethel Park Ward 3 Dist 1,791,Attorney General,686,173,116,5,273,92,1,9,1,0,3,1,0,1,0,0,1,0,0,0,0,0
Bethel Park Ward 3 Dist 2,1100,Attorney General,961,223,227,6,333,120,2,8,3,1,6,1,0,2,0,0,0,0,0,0,0,0
Bethel Park Ward 3 Dist 3,1055,Attorney General,926,206,196,7,354,117,3,7,2,0,5,3,0,3,0,0,0,1,0,0,0,0
Bethel Park Ward 4 Dist 1,1351,Attorney General,1170,295,233,6,419,161,4,6,5,0,6,3,0,3,1,0,2,1,0,1,0,0
Bethel Park Ward 4 Dist 2,808,Attorney General,687,187,155,4,215,91,5,4,3,1,4,2,0,1,0,0,0,1,0,0,1,0
Bethel Park Ward 4 Dist 3,878,Attorney General,727,194,152,4,246,96,4,3,0,0,6,0,0,3,1,0,0,2,0,1,0,0
Bethel Park Ward 5 Dist 1,712,Attorney General,590,146,97,2,228,81,1,3,3,0,0,1,0,0,0,0,2,3,0,0,0,0
Bethel Park Ward 5 Dist 2,653,Attorney General,537,160,91,3,206,45,1,3,1,0,4,3,0,3,1,0,1,1,0,0,0,0
Bethel Park Ward 5 Dist 3,1481,Attorney General,1189,282,349,4,323,160,3,16,3,1,6,8,0,3,1,0,3,1,0,1,0,0
Bethel Park Ward 6 Dist 1,1285,Attorney General,1102,271,205,4,415,162,2,6,6,1,4,1,0,4,0,0,1,0,0,0,0,0
Bethel Park Ward 6 Dist 2,945,Attorney General,821,256,171,0,277,90,5,4,0,0,1,0,0,2,1,0,1,0,0,0,1,0
Bethel Park Ward 6 Dist 3,908,Attorney General,753,190,165,5,259,94,3,9,4,0,3,1,0,2,1,0,1,0,0,1,0,0
Bethel Park Ward 7 Dist 1,1182,Attorney General,1023,280,177,5,375,137,3,10,1,0,6,1,1,1,0,0,3,1,0,1,0,0
Bethel Park Ward 7 Dist 2,1286,Attorney General,1035,263,251,8,338,137,2,7,1,0,1,2,1,4,1,0,1,0,0,1,0,0
Bethel Park Ward 7 Dist 3,760,Attorney General,649,161,154,0,231,68,3,5,0,0,4,0,0,2,0,0,0,1,0,0,1,0
Bethel Park Ward 8 Dist 1,556,Attorney General,470,147,85,0,158,59,0,3,0,0,4,0,0,1,0,0,1,0,0,0,0,0
Bethel Park Ward 8 Dist 2,526,Attorney General,394,128,111,4,81,47,1,5,1,0,1,1,0,3,0,0,1,0,0,0,0,0
Bethel Park Ward 8 Dist 3,1322,Attorney General,1134,304,249,2,397,125,2,15,2,0,7,2,0,7,0,0,0,2,0,1,0,0
Bethel Park Ward 8 Dist 4,468,Attorney General,404,128,88,1,128,42,4,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0
Bethel Park Ward 9 Dist 1,594,Attorney General,513,172,81,3,180,47,3,1,1,0,0,1,0,2,2,0,0,5,0,1,0,0
Bethel Park Ward 9 Dist 2,750,Attorney General,614,199,121,2,195,44,2,10,5,0,3,5,0,4,0,0,0,1,0,2,1,0
Bethel Park Ward 9 Dist 3,1398,Attorney General,1191,301,274,3,413,155,4,8,3,0,6,1,0,3,2,1,1,0,0,0,1,0
Blawnox,1010,Attorney General,791,287,165,13,225,57,2,10,0,0,4,1,2,4,0,0,1,0,0,0,0,0
Brackenridge Ward 1,481,Attorney General,331,118,34,2,127,21,3,5,1,0,4,3,0,5,0,0,0,0,0,1,0,0
Brackenridge Ward 2,800,Attorney General,633,187,99,2,246,49,1,14,2,0,5,1,0,4,2,0,0,1,0,0,0,0
Brackenridge Ward 3,683,Attorney General,484,128,65,2,234,29,2,8,0,0,5,1,0,3,0,0,1,0,0,0,0,0
Braddock Ward 1,440,Attorney General,241,135,52,12,12,5,2,4,0,0,4,1,1,3,0,0,0,0,0,0,0,0
Braddock Ward 2,607,Attorney General,355,222,74,8,20,10,0,2,0,1,2,0,0,0,1,0,1,2,0,0,0,0
Braddock Ward 3,461,Attorney General,220,147,30,2,14,3,1,3,0,0,5,1,0,2,1,0,1,1,0,0,0,0
Braddock Hl Dist 1,798,Attorney General,532,218,144,8,94,29,2,11,2,0,5,1,0,2,0,0,0,0,0,0,0,0
Braddock Hl Dist 2,525,Attorney General,439,196,83,7,97,28,1,6,2,1,2,2,0,2,1,0,1,0,0,0,1,0
Bradford Woods,1021,Attorney General,873,216,184,5,318,100,1,14,3,0,2,0,0,2,1,0,1,0,0,0,0,0
Brentwood Dist 1,547,Attorney General,455,169,80,1,144,24,1,10,3,0,5,0,0,1,0,0,0,0,0,1,0,0
Brentwood Dist 2,767,Attorney General,574,189,106,5,190,39,2,11,0,0,11,1,0,1,0,0,3,4,0,1,0,0
Brentwood Dist 3,650,Attorney General,509,184,80,1,180,30,1,17,1,0,1,0,0,2,0,0,1,0,0,0,0,0
Brentwood Dist 4,806,Attorney General,637,208,121,8,192,51,3,12,2,0,4,2,0,3,2,0,1,1,0,0,0,0
Brentwood Dist 5,735,Attorney General,506,228,83,4,116,29,4,9,0,0,8,2,0,3,0,0,2,1,0,1,0,0
Brentwood Dist 6,672,Attorney General,478,178,103,10,112,30,6,4,3,0,1,5,0,2,1,1,1,1,0,1,0,0
Brentwood Dist 7,772,Attorney General,578,197,119,12,170,45,0,8,0,0,7,0,0,3,0,0,0,0,0,1,0,0
Brentwood Dist 8,728,Attorney General,598,184,122,5,194,56,2,3,3,0,5,1,0,2,1,0,2,0,0,0,0,0
Brentwood Dist 9,600,Attorney General,496,176,117,3,140,33,2,3,0,0,4,0,0,0,1,0,0,1,0,0,0,0
Brentwood Dist 10,565,Attorney General,446,145,58,2,166,46,3,2,0,0,7,0,0,3,1,0,0,0,0,0,0,0
Bridgeville Dist 1,792,Attorney General,612,189,89,6,249,40,6,8,1,0,3,0,1,3,0,0,1,0,0,0,0,0
Bridgeville Dist 2,875,Attorney General,688,244,94,5,249,50,5,11,2,0,10,3,0,2,0,0,0,0,0,0,0,0
Bridgeville Dist 3,850,Attorney General,685,186,110,3,300,50,5,12,0,0,2,0,0,2,0,0,0,0,0,0,0,0
Bridgeville Dist 4,1008,Attorney General,813,253,163,5,268,71,5,6,1,0,10,1,0,4,1,0,2,2,0,2,1,0
Carnegie Ward 1 Dist 1,548,Attorney General,415,159,70,9,128,18,3,8,1,1,1,1,0,2,1,0,2,0,0,0,1,0
Carnegie Ward 1 Dist 2,1218,Attorney General,932,355,154,13,291,53,7,12,2,1,7,3,1,7,0,0,0,2,0,2,0,0
Carnegie Ward 1 Dist 3,871,Attorney General,687,253,111,6,241,38,3,8,4,0,8,3,0,2,0,0,1,0,0,0,0,0
Carnegie Ward 1 Dist 4,373,Attorney General,245,84,61,5,56,14,1,5,0,0,4,1,0,1,2,0,1,2,0,1,0,0
Carnegie Ward 2 Dist 1,667,Attorney General,485,186,72,13,140,35,5,4,0,0,7,1,0,1,1,0,0,3,0,2,0,0
Carnegie Ward 2 Dist 2,514,Attorney General,402,154,83,7,110,22,1,4,2,0,6,2,0,2,0,0,1,1,0,2,0,0
Carnegie Ward 2 Dist 3,494,Attorney General,417,122,77,1,137,57,1,2,2,0,3,1,0,0,0,0,2,1,0,1,0,0
Carnegie Ward 2 Dist 4,836,Attorney General,563,217,100,8,153,49,3,5,2,0,4,3,0,3,0,0,0,0,0,0,0,0
Casl Shannon Dist 1,1069,Attorney General,779,270,186,10,194,56,3,10,2,0,8,1,1,3,0,0,1,2,0,1,0,0
Casl Shannon Dist 2,799,Attorney General,622,226,98,4,216,37,3,11,1,1,4,5,0,2,0,0,0,0,0,0,0,0
Casl Shannon Dist 3,872,Attorney General,702,230,133,5,234,54,4,14,4,0,5,2,0,3,2,0,0,0,0,1,1,0
Casl Shannon Dist 4,655,Attorney General,523,186,122,1,140,40,2,4,6,0,2,0,0,1,0,0,2,3,1,1,0,0
Casl Shannon Dist 5,842,Attorney General,654,236,136,3,194,41,4,7,0,0,5,0,0,3,1,0,0,0,1,1,0,0
Casl Shannon Dist 6,653,Attorney General,547,179,114,3,162,57,3,2,1,0,5,0,0,2,1,0,2,0,0,0,0,0
Casl Shannon Dist 7,744,Attorney General,624,194,132,5,205,48,6,8,0,0,2,1,0,1,1,0,2,0,0,1,0,0
Casl Shannon Dist 8,551,Attorney General,441,140,89,2,150,33,2,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0
Chalfant Dist 1,606,Attorney General,461,173,88,5,133,29,2,7,0,0,4,0,0,2,1,0,2,1,0,1,0,0
Cheswick Dist 1,661,Attorney General,565,162,95,1,228,47,5,6,1,0,3,2,0,2,1,0,0,0,0,1,0,0
Cheswick Dist 2,652,Attorney General,575,159,115,1,236,41,2,4,2,1,1,0,0,1,0,0,0,0,1,0,0,0
Churchill Dist 1,717,Attorney General,611,270,176,1,96,42,1,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0
Churchill Dist 2,701,Attorney General,588,229,178,1,113,38,1,2,1,0,12,2,0,1,0,0,0,0,0,0,0,0
Churchill Dist 3,650,Attorney General,571,239,146,3,106,47,0,5,0,0,6,3,1,0,0,0,3,1,0,0,0,0
Churchill Dist 4,701,Attorney General,590,205,166,2,145,43,1,8,1,0,8,1,0,1,0,0,0,0,0,0,0,0
Clairton Ward 1 Dist 1,361,Attorney General,213,108,32,5,50,9,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0
Clairton Ward 1 Dist 2,429,Attorney General,282,125,39,4,77,23,0,3,0,0,2,1,0,2,0,0,0,0,0,0,0,0
Clairton Ward 1 Dist 3,338,Attorney General,237,85,19,3,100,12,2,2,0,0,3,2,0,1,0,0,1,0,0,0,0,0
Clairton Ward 2 Dist 1,94,Attorney General,55,46,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Clairton Ward 2 Dist 2,281,Attorney General,165,102,38,5,8,3,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
Clairton Ward 2 Dist 3,421,Attorney General,238,135,51,2,18,12,1,2,1,0,2,1,0,2,0,0,1,0,0,0,0,0
Clairton Ward 3 Dist 1,448,Attorney General,304,122,62,5,78,18,1,3,0,0,2,0,0,2,0,0,0,0,0,2,1,0
Clairton Ward 3 Dist 2,318,Attorney General,202,78,52,3,42,11,0,7,0,0,2,0,0,2,0,0,0,0,0,1,0,0
Clairton Ward 3 Dist 3,350,Attorney General,192,71,38,5,49,14,3,1,0,0,1,2,0,4,0,0,0,0,0,0,0,1
Clairton Ward 4 Dist 1,347,Attorney General,211,137,34,0,16,4,0,5,0,0,1,0,0,1,0,0,2,0,0,0,0,0
Clairton Ward 4 Dist 2,377,Attorney General,219,125,29,7,26,11,1,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0
Clairton Ward 4 Dist 3,421,Attorney General,297,114,44,1,90,22,1,7,0,0,4,0,1,1,0,1,1,1,0,0,0,0
Collier Dist 1,1662,Attorney General,1427,341,276,10,576,163,11,11,0,0,7,1,1,2,1,0,0,0,0,0,0,0
Collier Dist 2,1416,Attorney General,1213,305,171,6,527,135,5,18,2,0,6,3,0,8,0,0,3,0,0,0,0,0
Collier Dist 3,1309,Attorney General,1090,282,254,6,362,139,3,4,2,0,11,2,0,4,0,0,3,1,0,0,0,0
Collier Dist 4,762,Attorney General,633,218,130,3,201,54,0,6,3,0,2,0,0,0,1,0,0,0,0,0,0,0
Collier Dist 5,1005,Attorney General,827,163,127,6,329,167,5,6,2,0,5,0,0,1,0,0,0,0,0,0,0,0
Collier Dist 6,1154,Attorney General,911,265,193,3,323,71,5,7,0,0,5,3,2,2,0,0,2,1,0,0,0,0
Coraopolis Ward 1 Dist 1,456,Attorney General,332,157,59,1,75,14,2,9,1,1,3,2,0,1,1,0,0,0,0,0,0,0
Coraopolis Ward 1 Dist 2,481,Attorney General,367,133,65,6,130,13,1,4,2,0,2,0,0,3,0,0,0,1,0,0,0,0
Coraopolis Ward 2,813,Attorney General,555,179,129,5,151,49,3,9,1,0,4,1,0,7,0,0,0,0,0,1,0,0
Coraopolis Ward 3 Dist 1,593,Attorney General,454,149,101,2,140,29,2,6,0,0,2,3,0,3,0,1,3,0,0,0,0,0
Coraopolis Ward 3 Dist 2,557,Attorney General,448,132,87,11,155,29,0,9,0,1,5,1,0,4,1,0,0,0,0,0,0,0
Coraopolis Ward 4 Dist 1,457,Attorney General,343,111,62,2,120,16,2,9,0,1,7,1,0,1,0,1,1,0,0,0,0,0
Coraopolis Ward 4 Dist 2,523,Attorney General,408,129,76,5,133,28,0,8,3,1,2,3,0,7,0,0,1,0,0,1,0,0
Crafton Ward 1 Dist 1,905,Attorney General,713,284,150,2,167,46,4,18,1,0,10,3,0,8,3,0,1,1,0,0,0,0
Crafton Ward 1 Dist 2,598,Attorney General,468,171,88,7,134,29,1,14,2,1,2,4,0,0,0,0,2,0,0,1,1,0
Crafton Ward 2 Dist 1,608,Attorney General,486,185,98,1,144,25,0,9,2,0,6,0,0,1,0,0,1,1,0,0,0,0
Crafton Ward 2 Dist 2,786,Attorney General,578,216,138,4,135,41,1,9,2,0,4,3,0,3,1,0,3,1,0,0,1,0
Crafton Ward 3 Dist 1,1005,Attorney General,810,325,168,7,213,37,2,16,1,0,8,2,1,0,1,0,3,0,0,0,0,0
Crafton Ward 3 Dist 2,563,Attorney General,454,184,61,4,139,33,2,9,0,0,7,0,0,6,1,0,1,1,0,0,0,0
Crescent Ward 1,1078,Attorney General,886,271,120,5,355,84,4,7,4,0,11,2,0,3,2,0,0,1,0,1,0,0
Crescent Ward 2,698,Attorney General,563,141,86,1,268,40,1,9,1,0,4,1,0,2,0,0,0,1,0,0,0,0
Dormont Dist 1,729,Attorney General,561,222,141,0,134,34,0,7,1,0,3,3,0,1,0,0,0,0,0,0,0,0
Dormont Dist 2,546,Attorney General,476,212,106,0,124,15,0,3,0,0,3,2,1,1,0,0,2,0,0,1,0,0
Dormont Dist 3,927,Attorney General,726,325,159,5,166,21,2,7,0,0,11,2,0,2,0,0,3,2,0,0,0,0
Dormont Dist 4,662,Attorney General,513,224,121,3,98,32,0,7,3,0,2,5,0,2,0,0,3,0,0,2,0,0
Dormont Dist 5,1026,Attorney General,811,351,172,14,168,48,3,12,2,0,13,3,1,3,0,0,0,0,0,1,0,0
Dormont Dist 6,519,Attorney General,427,164,96,6,87,36,2,10,1,0,7,1,0,4,2,0,2,0,0,0,0,0
Dormont Dist 7,521,Attorney General,425,189,113,1,93,10,1,2,1,0,2,0,0,1,0,0,1,1,0,2,0,0
Dormont Dist 8,407,Attorney General,336,152,66,1,81,16,1,4,1,0,2,1,0,2,1,0,0,0,0,0,0,0
Dormont Dist 9,544,Attorney General,444,207,100,4,94,24,0,5,0,0,5,0,0,0,0,0,1,0,0,1,0,0
Dormont Dist 10,636,Attorney General,527,267,93,6,114,15,2,9,0,0,11,0,0,2,0,0,0,0,0,0,0,0
Dravosburg Dist 1,540,Attorney General,387,119,67,2,133,28,0,9,0,0,9,0,0,5,0,0,1,0,0,1,0,0
Dravosburg Dist 2,341,Attorney General,279,70,46,0,125,28,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dravosburg Dist 3,257,Attorney General,210,67,39,1,69,14,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Duquesne Ward 1 Dist 1,449,Attorney General,320,144,56,6,71,18,3,3,0,0,3,0,1,4,1,0,1,0,0,1,0,0
Duquesne Ward 1 Dist 2,485,Attorney General,268,127,62,13,35,10,1,4,0,0,3,0,0,2,0,1,0,0,0,0,1,0
Duquesne Ward 1 Dist 3,296,Attorney General,142,96,21,4,7,4,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
Duquesne Ward 1 Dist 4,192,Attorney General,98,45,14,5,18,7,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0
Duquesne Ward 2 Dist 1,328,Attorney General,166,95,40,3,15,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Duquesne Ward 2 Dist 2,362,Attorney General,191,102,39,8,22,4,1,1,0,0,6,0,0,2,0,0,2,1,0,0,0,0
Duquesne Ward 2 Dist 3,426,Attorney General,256,120,44,7,52,14,0,3,0,0,3,1,0,0,0,0,1,1,0,0,0,0
Duquesne Ward 3 Dist 1,224,Attorney General,124,65,25,8,11,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Duquesne Ward 3 Dist 2,146,Attorney General,77,49,13,3,3,3,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Duquesne Ward 3 Dist 3,528,Attorney General,320,155,66,3,56,6,1,3,0,0,6,3,0,3,2,0,1,0,1,0,0,0
East Deer Ward 1,349,Attorney General,283,98,26,1,114,20,1,6,1,0,2,0,0,5,0,0,1,0,0,0,0,0
East Deer Ward 2,604,Attorney General,474,135,73,4,198,45,2,3,0,0,2,1,1,4,0,0,0,0,0,1,0,0
E McKeesport Dist 1,400,Attorney General,306,111,58,6,104,13,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
E McKeesport Dist 2,531,Attorney General,404,165,62,5,126,18,2,8,0,0,1,2,0,1,0,0,1,1,0,0,0,0
E McKeesport Dist 3,474,Attorney General,352,141,60,3,107,13,0,6,2,0,8,0,0,1,0,0,2,1,0,1,0,0
E Pittsburgh Ward 1,342,Attorney General,183,103,31,5,23,5,0,2,0,0,2,0,0,4,1,0,2,0,0,0,0,0
E Pittsburgh Ward 2,387,Attorney General,218,120,37,4,28,8,1,5,1,0,4,0,0,2,0,0,0,0,0,0,0,0
E Pittsburgh Ward 3,514,Attorney General,260,131,52,2,38,14,1,2,1,0,3,2,0,3,0,0,0,0,0,0,0,0
Edgewood Dist 1,1074,Attorney General,865,421,263,9,76,33,4,6,3,0,10,8,0,1,1,0,3,2,0,0,0,0
Edgewood Dist 2,938,Attorney General,787,392,245,3,73,37,3,4,0,0,5,2,0,1,2,0,2,1,0,1,0,0
Edgewood Dist 3,882,Attorney General,729,337,258,12,47,27,0,2,4,0,8,8,1,0,0,0,4,1,0,0,0,0
Edgeworth Dist 1,675,Attorney General,567,178,99,3,176,87,1,4,1,0,3,1,0,3,0,0,0,0,0,0,0,0
Edgeworth Dist 2,801,Attorney General,647,186,144,2,233,58,1,2,1,0,2,0,0,1,0,0,1,0,0,1,0,0
Elizabeth Br,894,Attorney General,686,184,81,4,325,42,1,13,2,1,3,1,1,6,0,2,4,0,0,1,0,0
Elizabeth Tp Ward 1 Dist 1,565,Attorney General,477,127,64,1,220,39,1,9,0,0,1,0,0,0,0,0,2,0,0,0,0,0
Elizabeth Tp Ward 1 Dist 2,969,Attorney General,825,176,106,3,427,77,4,7,2,0,0,1,0,3,0,0,0,1,1,1,0,0
Elizabeth Tp Ward 2,1353,Attorney General,1152,252,163,1,552,106,4,18,2,1,4,0,0,11,2,0,6,2,0,1,0,0
Elizabeth Tp Ward 3,1388,Attorney General,1199,247,171,3,584,128,2,6,2,0,7,0,0,5,3,0,1,0,0,0,0,0
Elizabeth Tp Ward 4 Dist 1,883,Attorney General,726,156,105,4,336,77,2,9,3,0,4,0,0,3,3,0,1,2,0,0,0,0
Elizabeth Tp Ward 4 Dist 2,435,Attorney General,385,76,54,1,192,42,2,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0
Elizabeth Tp Ward 5 Dist 1,439,Attorney General,340,66,32,2,194,26,1,5,0,0,7,0,0,1,0,0,2,0,0,0,0,0
Elizabeth Tp Ward 5 Dist 2,790,Attorney General,627,162,88,5,289,53,3,9,1,0,1,0,0,3,1,0,2,1,0,0,0,0
Elizabeth Tp Ward 6 Dist 1,610,Attorney General,528,91,60,3,299,39,4,7,4,0,2,1,0,3,0,1,2,1,0,0,0,0
Elizabeth Tp Ward 6 Dist 2,751,Attorney General,620,111,74,2,343,64,3,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0
Elizabeth Tp Ward 7,1231,Attorney General,1047,226,158,2,509,80,3,9,2,0,12,2,0,7,0,0,1,0,0,0,0,0
Emsworth Dist 1,795,Attorney General,634,222,108,2,213,48,1,5,1,1,7,0,0,7,0,0,1,1,0,0,1,0
Emsworth Dist 2,1006,Attorney General,778,259,130,5,268,66,2,15,4,0,5,2,0,2,2,0,3,1,0,0,1,0
Etna Ward 1,828,Attorney General,632,265,92,6,206,26,1,4,0,0,8,5,0,2,3,0,0,1,0,1,0,0
Etna Ward 2,688,Attorney General,488,165,99,7,154,35,2,5,1,0,1,4,0,0,0,1,0,0,0,1,0,0
Etna Ward 3,714,Attorney General,567,208,86,5,209,28,1,9,0,0,6,2,0,4,0,0,0,0,0,0,0,0
Fawn Dist 1,571,Attorney General,487,84,57,1,280,41,1,7,0,0,2,1,0,3,1,1,0,0,0,1,0,0
Fawn Dist 2,948,Attorney General,800,150,116,4,414,67,3,13,1,0,4,1,0,6,0,0,1,0,0,1,0,0
Findlay Dist 1,1800,Attorney General,1442,300,161,4,755,167,3,12,1,0,5,2,0,3,1,0,1,0,0,2,2,0
Findlay Dist 2,2053,Attorney General,1671,418,282,6,730,151,8,13,4,1,6,5,0,8,2,0,3,1,0,0,1,0
Findlay Dist 3,1293,Attorney General,1106,307,174,4,474,94,3,10,0,0,7,3,0,3,1,0,0,0,0,1,1,0
